
;.plt.got;_IO_doallocbuf;_IO_file_doallocate;_IO_file_read;_IO_file_stat;_IO_fread;_IO_setb;_IO_sgetn;__fxstat;__libc_malloc;read;,15
;.plt.got;_IO_file_fopen;_IO_file_init;_IO_file_open;_IO_link_in;_IO_un_link;__libc_malloc;cfree;fopen;open;,17
;.plt.got;_IO_file_fopen;_IO_file_init;_IO_file_open;_IO_link_in;__libc_malloc;fopen;open;,14
;.plt;__cxa_atexit;__libc_calloc;calloc@plt;,2
;_IO_default_finish;_IO_fclose;_IO_file_close;_IO_file_close_it;_IO_file_finish;_IO_setb;_IO_un_link;_IO_unsave_markers;cfree;,21
;_IO_default_xsputn;_IO_setb;_IO_vfprintf;__printf_fp;sprintf;strchrnul;strlen;vsprintf;,24
;_IO_file_read;_IO_fread;_IO_sgetn;read;,20
;__cxa_atexit;,0
;__cxa_atexit;__libc_calloc;calloc@plt;,3
;__default_morecore;__libc_malloc;__sbrk;brk;,19
;__default_morecore;__sbrk;brk;cfree;,25
;__libc_malloc;,4
;__libc_malloc;mmap64;,23
;__lxstat;getcwd;rawmemchr;realpath;,12
;__newlocale;_dl_mcount_wrapper_check;btowc;strlen;uselocale;wctob;wctype_l;,1
;_dl_mcount_wrapper_check;mblen;mbrtowc;,7
;_dl_mcount_wrapper_check;mbsrtowcs;mbstowcs;strlen;,9
;_dl_mcount_wrapper_check;mbsrtowcs;mbstowcs;strnlen;,8
;cfree;,5
;cfree;munmap;,26
;dl_iterate_phdr;strlen;,18
;ferror;,16
;iswspace;,13
;localeconv;,22
;random_r;srand;srandom_r;,10
;strlen;,6
;towupper;,11
;,410
